date,nav
2024-09-19,0.8049803860832376
2024-09-20,0.7979268750272375
2024-09-23,0.8025395386832375
2024-09-24,0.8490401044432375
2024-09-25,0.8616193708032376
2024-09-26,0.8959441188602375
2024-09-27,0.9752792636992375
2024-09-30,1.0698100186812374
2024-10-08,1.1913887570269763
2024-10-09,1.0920351976089766
2024-10-10,1.0600485696559767
2024-10-11,1.0448573333879767
2024-10-14,1.0605347229769766
2024-10-15,1.0219439095389766
2024-10-16,1.0033328453599768
2024-10-17,1.0038053291219766
2024-10-18,1.061421894010977
2024-10-21,1.0640237445489769
2024-10-22,1.036446505574777
2024-10-23,1.0208270701227768
2024-10-24,1.0111559150027767
2024-10-25,1.0085412457787768
2024-10-28,1.0314815899867769
2024-10-29,1.0292405412107768
2024-10-30,1.0347843964097767
2024-10-31,1.052728741374777
2024-11-01,1.0071763515467769
2024-11-04,1.0311845948857767
2024-11-05,1.115169964934962
2024-11-06,1.1247789186339618
2024-11-07,1.1614291392839617
2024-11-08,1.157314605225962
2024-11-11,1.193663767844962
2024-11-12,1.170716499477962
2024-11-13,1.184390371598962
2024-11-14,1.144703051791962
2024-11-15,1.100647359373962
2024-11-18,1.0651335908489619
2024-11-19,1.0393939193813921
2024-11-20,1.0446518198033923
2024-11-21,1.048453949733392
2024-11-22,1.0114481276333922
2024-11-25,1.011228367104392
2024-11-26,0.9989047747793922
2024-11-27,1.018331833573392
2024-11-28,1.006981877598392
2024-11-29,1.0244069723303921
2024-12-02,1.061938963281392
2024-12-03,1.071265377132803
2024-12-04,1.066880899794803
2024-12-05,1.075303224705803
2024-12-06,1.0753726189468031
2024-12-09,1.077465907335803
2024-12-10,1.0668139272428032
2024-12-11,1.060447153537803
2024-12-12,1.075654704585803
2024-12-13,1.0457779157008031
2024-12-16,1.0537411572268032
2024-12-17,1.0501259602995865
2024-12-18,1.0673779747055865
2024-12-19,1.1035298062965864
2024-12-20,1.1145746988555862
2024-12-23,1.1120695575735864
2024-12-24,1.1091594645275864
2024-12-25,1.1030671822435865
2024-12-26,1.1330888010955864
2024-12-27,1.1366486539535865
2024-12-30,1.1295933464295864
2024-12-31,1.0899731789211324
2025-01-02,1.0523430203941322
2025-01-03,1.0141764192551324
2025-01-06,1.0075914998441324
2025-01-07,1.0412845550041325
2025-01-08,1.0585231578601324
2025-01-09,1.0830488825341322
2025-01-10,1.0712711793981322
2025-01-13,1.0569058075521323
2025-01-14,1.1023396354931325
2025-01-15,1.0938190807092374
2025-01-16,1.0736980016592375
2025-01-17,1.1002922025382373
2025-01-20,1.1064972984782375
2025-01-21,1.1551886933312374
2025-01-22,1.1484364787392374
2025-01-23,1.1312059899002374
2025-01-24,1.1629360472772374
2025-01-27,1.1409644337402374
2025-02-05,1.1728017687892374
2025-02-06,1.2278924772989797
2025-02-07,1.2503989244209797
2025-02-10,1.2915772206009795
2025-02-11,1.3051703592749797
2025-02-12,1.3574847457749795
2025-02-13,1.3855291127249794
2025-02-14,1.4573173562189794
2025-02-17,1.4177749119069796
2025-02-18,1.3724957421749795
2025-02-19,1.4134826603849793
2025-02-20,1.3911856796529807
2025-02-21,1.4168483160529808
2025-02-24,1.3958436630579805
2025-02-25,1.3520212898079804
2025-02-26,1.3732803121149806
2025-02-27,1.3576560971409808
2025-02-28,1.3168130269329805
2025-03-03,1.2923337171499805
2025-03-04,1.2881275387919806
2025-03-05,1.2914311731399806
2025-03-06,1.2966816869478184
2025-03-07,1.2933174050058185
2025-03-10,1.3024542368378185
2025-03-11,1.3123865686458187
2025-03-12,1.3141662082618182
2025-03-13,1.3092382206098183
2025-03-14,1.3316443711938186
2025-03-17,1.3343898652038186
2025-03-18,1.3344024406658184
2025-03-19,1.3241239991178184
2025-03-20,1.3205838983807512
2025-03-21,1.3098035943217514
2025-03-24,1.3194852047137515
2025-03-25,1.3075336753547517
2025-03-26,1.3057631429187515
2025-03-27,1.306543977805752
2025-03-28,1.3073346065157516
2025-03-31,1.3012323740217513
2025-04-01,1.2953742547397515
2025-04-02,1.2939902437077513
2025-04-03,1.2969765189529805
2025-04-07,1.2630103730809805
2025-04-08,1.2710407003989805
2025-04-09,1.2754499049489805
2025-04-10,1.2787436481949803
2025-04-11,1.2794396846589804
2025-04-14,1.2840040025809805
2025-04-15,1.2840901089899803
2025-04-16,1.2884289406889806
2025-04-17,1.2841815892129804
2025-04-18,1.2790859171495845
2025-04-21,1.2778044177735846
2025-04-22,1.2753250995015846
2025-04-23,1.2732918398055846
2025-04-24,1.2691855069575846
2025-04-25,1.2608586185655846
2025-04-28,1.2624819700135845
2025-04-29,1.2636322463175846
2025-04-30,1.2677659027575845
2025-05-06,1.2703940636775848
2025-05-07,1.2669950617455474
2025-05-08,1.2772130529945473
2025-05-09,1.2692700971745479
2025-05-12,1.2817324150775475
2025-05-13,1.2809401064165475
2025-05-14,1.2880152196565475
2025-05-15,1.2713199218245477
2025-05-16,1.2727282673115476
2025-05-19,1.2697068329545478
2025-05-20,1.2725873859765475
2025-05-21,1.2854373488320596
2025-05-22,1.2845826154620597
2025-05-23,1.2741729135160595
2025-05-26,1.2673300297030596
2025-05-27,1.2624032556550595
2025-05-28,1.2664579542630594
2025-05-29,1.2686814472960597
2025-05-30,1.2672816038680599
2025-06-03,1.2704653874220597
2025-06-04,1.2793722833220595
2025-06-05,1.2864907012306217
2025-06-06,1.288274851787622
2025-06-09,1.3096508477956217
2025-06-10,1.3043075765436216
2025-06-11,1.305726413398622
2025-06-12,1.3225217360236219
2025-06-13,1.3159116274036218
2025-06-16,1.3316405599966217
2025-06-17,1.3254457993246216
2025-06-18,1.3441890379696215
2025-06-19,1.3402678131156458
2025-06-20,1.325389441075646
2025-06-23,1.3220618169676457
2025-06-24,1.314496658535646
2025-06-25,1.3259979749276456
2025-06-26,1.3396918719756457
2025-06-27,1.3578604043436457
2025-06-30,1.3776071359716457
2025-07-01,1.3833734806716458
2025-07-02,1.366431359311646
2025-07-03,1.3666489772856598
2025-07-04,1.3609911395676597
2025-07-07,1.3575120671946597
2025-07-08,1.3884560040686595
2025-07-09,1.3747405760046598
2025-07-10,1.3814624374756599
2025-07-11,1.3858669605016596
2025-07-14,1.3817203848066595
2025-07-15,1.3977617908976594
2025-07-16,1.4125946412836596
2025-07-17,1.433818048821776
2025-07-18,1.4401830665897757
2025-07-21,1.444999069839776
2025-07-22,1.4455789598317759
2025-07-23,1.4395792299297758
2025-07-24,1.4439231458917758
2025-07-25,1.4386795188497759
2025-07-28,1.462888256109776
2025-07-29,1.5028066711487758
2025-07-30,1.4928294348827762
2025-07-31,1.4781065417779722
2025-08-01,1.463365807534972
2025-08-04,1.464887776929972
2025-08-05,1.466943010635972
2025-08-06,1.4662651986669721
2025-08-07,1.463847328633972
2025-08-08,1.461553554878972
2025-08-11,1.468344168931972
2025-08-12,1.485684174694972
2025-08-13,1.504071594832972
2025-08-14,1.496429149949738
2025-08-15,1.5106042005787377
2025-08-18,1.529760161491738
2025-08-19,1.5331800098677377
2025-08-20,1.5310799859637378
2025-08-21,1.523773624146738
2025-08-22,1.564968915921738
2025-08-25,1.6198067586077378
2025-08-26,1.594799739521738
2025-08-27,1.597077771509738
2025-08-28,1.6944428826942382
2025-08-29,1.6525041879442381
2025-09-01,1.701324039106238
2025-09-02,1.6547252832972377
2025-09-03,1.6460249752722378
2025-09-04,1.5537532071502378
2025-09-05,1.5981644546682379
2025-09-08,1.573849877001238
2025-09-09,1.5444220410552378
2025-09-10,1.572457683979238
2025-09-11,1.610172907112207
2025-09-12,1.606728983912207
2025-09-15,1.634387035445207
2025-09-16,1.6400374210942068
2025-09-17,1.6349192677472073
2025-09-18,1.6210684183462067
2025-09-19,1.6357849076112074
2025-09-22,1.640956403333207
2025-09-23,1.662455960397207
2025-09-24,1.6981651517462069
2025-09-25,1.6991807749093972
2025-09-26,1.6800691001183972
2025-09-29,1.7146113670603973
2025-09-30,1.724771920028397
2025-10-09,1.7558638592393974
2025-10-10,1.6789004983233973
2025-10-13,1.6846269795223974
2025-10-14,1.6289960716603973
2025-10-15,1.6599512465983974
2025-10-16,1.6594841215123974
2025-10-17,1.6101916255295514
2025-10-20,1.6180178403305512
2025-10-21,1.6289655575675512
2025-10-22,1.6220941560275512
2025-10-23,1.6286304255175512
2025-10-24,1.645769886337551
2025-10-27,1.6574951926175512
2025-10-28,1.6475899471075512
2025-10-29,1.6635114798675512
2025-10-30,1.6540897263975511
2025-10-31,1.607615379019051
2025-11-03,1.6328203790190512
2025-11-04,1.6188043790190512
2025-11-05,1.656731379019051
2025-11-06,1.675745379019051
2025-11-07,1.675862379019051
2025-11-10,1.6722063790190511
2025-11-11,1.663929379019051
2025-11-12,1.639008379019051
2025-11-13,1.655661379019051
2025-11-14,1.616459641213707
2025-11-17,1.627379877857707
2025-11-18,1.587570216185707
2025-11-19,1.6033643584777073
2025-11-20,1.5859749655537072
2025-11-21,1.522591185357707
2025-11-24,1.510818475763707
2025-11-25,1.5316913009157074
2025-11-26,1.5276915598457075
2025-11-27,1.533874283147707
2025-11-28,1.542462474283457
2025-12-01,1.553393869653457
2025-12-02,1.546422972363457
2025-12-03,1.5308856963834572
2025-12-04,1.528357749933457
2025-12-05,1.525910704613457
2025-12-08,1.533616490633457
2025-12-09,1.5340716676334571
2025-12-10,1.5467586553434571
2025-12-11,1.520423766393457
2025-12-12,1.518597719044811
2025-12-15,1.511596326850811
2025-12-16,1.4982916515108111
2025-12-17,1.535414272326811
2025-12-18,1.5197492971668112
2025-12-19,1.519530297166811
2025-12-22,1.544294297166811
2025-12-23,1.534177297166811
2025-12-24,1.540464297166811
2025-12-25,1.538671297166811
2025-12-26,1.5504759188373554
2025-12-29,1.5600597726893553
2025-12-30,1.5812212543413555
2025-12-31,1.5947647349693554
2026-01-05,1.6195635909413555
2026-01-06,1.6582257464933554
2026-01-07,1.6639685108893556
2026-01-08,1.6560285470093556
2026-01-09,1.6841404310293553
2026-01-12,1.7130350433893555
2026-01-13,1.6585305367073557
2026-01-14,1.6583825367073557
2026-01-15,1.6201735367073555
2026-01-16,1.6023135367073555
2026-01-19,1.5963245367073557
2026-01-20,1.5742805367073556
2026-01-21,1.5833795367073555
2026-01-22,1.6132365367073556
2026-01-23,1.6469115367073557
2026-01-26,1.6087485367073557
2026-01-27,1.6036030512688555
2026-01-28,1.6286952964888555
2026-01-29,1.6456962616438555
2026-01-30,1.6145762616438557
2026-02-02,1.5697522616438555
2026-02-03,1.5998362616438555
2026-02-04,1.5889962616438555
2026-02-05,1.5577582616438557
2026-02-06,1.5516852616438557
2026-02-09,1.5703602616438557
2026-02-10,1.5763378596438558
2026-02-11,1.5716728596438558
2026-02-12,1.581196859643856
2026-02-13,1.5701988596438559
2026-02-24,1.5778858596438559
2026-02-25,1.5708308596438558
2026-02-26,1.568346859643856
2026-02-27,1.577558859643856
2026-03-02,1.568961859643856
2026-03-03,1.531773859643856
2026-03-04,1.508997460643856
2026-03-05,1.499659460643856
2026-03-06,1.4993694606438561
2026-03-09,1.505894460643856
2026-03-10,1.502771460643856
2026-03-11,1.5195044606438561
2026-03-12,1.5297364606438562
2026-03-13,1.521387460643856
2026-03-16,1.5383334606438561
2026-03-17,1.518895460643856
2026-03-18,1.5194541756438562
2026-03-19,1.5184581756438562
2026-03-20,1.5218861756438562
2026-03-23,1.509099175643856
2026-03-24,1.520597175643856
2026-03-25,1.5286991756438562
2026-03-26,1.5080941756438562
2026-03-27,1.508891175643856
2026-03-30,1.4866641756438561
2026-03-31,1.4622571756438563
