date,code,action,price,shares,pnl,reason
2024-05-06,600196,buy,23.567652,4800,0.0,
2024-05-20,600036,sell,32.0626035,3800,12525.390900000013,
2024-05-20,600031,sell,16.12314388,7400,5644.530560000014,
2024-05-20,600183,sell,19.95878428,6100,8282.610622000007,
2024-05-20,600309,sell,87.99701885,1200,-2480.334539999996,
2024-05-20,600009,sell,35.982488,3100,-2000.5481100000034,
2024-05-20,600196,sell,23.264751,4800,-1453.9247999999934,
2024-05-20,600489,buy,14.83711444,8100,0.0,
2024-05-20,600029,buy,5.97,20200,0.0,
2024-05-20,600016,buy,3.46432522,34900,0.0,
2024-05-20,600000,buy,7.78927552,15500,0.0,
2024-05-20,600362,buy,26.45405184,4500,0.0,
2024-05-20,600233,buy,16.32477132,7400,0.0,
