period,return,mdd,sharpe
2023-12~2024-03,8.133851907545075,-5.146012070070682,1.7368357410736093
2024-03~2024-06,0.8870111197179842,-2.4970219170982633,0.6348038195019563
2024-06~2024-09,-9.168055217100468,-9.168055217100468,-4.73149121159229
2024-09~2024-12,23.674053869649867,-7.961770644583199,2.466256319248291
