date,code,action,price,shares,pnl,fee,reason
2024-01-26,600061,buy,6.72902712,18300,0.0,30.816084373073995,
2024-01-26,600030,buy,19.77560623,6200,0.0,30.6828418461565,
2024-01-26,600938,buy,20.9074008,5900,0.0,30.86925459618,
2024-01-26,601117,buy,6.218817,19800,0.0,30.813927294149995,
2024-01-26,601066,buy,22.10796444,5500,0.0,30.428849556104996,
2024-02-19,600036,sell,27.8674965,4800,12607.805363400053,300.9689622000001,
2024-02-19,601136,sell,17.6425548,6700,-4869.108612290016,265.96151361,
2024-02-19,600050,sell,4.4190118,28800,3389.2105665600247,286.35196464,
2024-02-19,600061,sell,6.39161172,18300,-6561.017628866975,263.17461257100007,
2024-02-19,600030,sell,19.79459385,6200,-281.0200988334982,276.1345842075,
2024-02-19,601117,sell,6.13401495,19800,-2075.483532622471,273.2703660225,
2024-02-19,601066,sell,22.05935414,5500,-661.934961902487,272.9845074825,
2024-02-19,601127,buy,73.2766613,1600,0.0,29.339975184519993,
2024-02-19,601138,buy,16.38893641,7500,0.0,30.75998502451875,
2024-02-19,600160,buy,18.06823017,6800,0.0,30.746707280288998,
2024-02-19,600111,buy,18.43214307,6600,0.0,30.443449101565495,
2024-02-19,600188,buy,16.85541952,7300,0.0,30.791901764624,
2024-02-19,600809,buy,212.4414108,500,0.0,26.581731526349998,
2024-02-19,600066,buy,14.84626788,8300,0.0,30.836811856850993,
2024-03-04,600482,sell,21.53145526,6600,18470.199508761027,319.74211061100004,
2024-03-04,600111,sell,18.82008348,6600,2159.276322060032,279.4782396780001,
2024-03-04,600188,sell,18.13702188,7300,8934.752081125,297.90058437900007,
2024-03-04,600809,sell,223.572804,500,5207.956490100012,251.51940450000004,
2024-03-04,600584,buy,27.67717141,4700,0.0,32.553197083156746,
2024-03-04,600089,buy,15.19918934,8600,0.0,32.710935338081,
2024-03-04,600460,buy,21.42529918,6100,0.0,32.7062548307495,
2024-03-04,600522,buy,12.94730734,10100,0.0,32.724642984533496,
2024-03-04,600276,buy,43.5265866,3000,0.0,32.67758488995,
2024-03-18,600938,sell,25.72304775,5900,27947.48988139874,341.47345888125,
2024-03-18,600066,sell,17.12760928,8300,18492.05149329205,319.85810330400005,
2024-03-18,600584,sell,28.52068506,4700,3532.8252048635186,301.6062445095,
2024-03-18,600089,sell,15.42128677,8600,1480.9229706765036,298.4018989995,
2024-03-18,600460,sell,21.55508897,6100,365.179797888748,295.84359611325004,
2024-03-18,600522,sell,14.36552953,10100,13866.819656296764,326.45665856925007,
2024-03-18,600233,buy,14.07012633,9900,0.0,34.85838622941675,
2024-03-18,600362,buy,21.49391712,6500,0.0,34.962542935319995,
2024-03-18,600809,buy,236.376741,500,0.0,29.576639717625,
2024-03-18,600845,buy,33.1059816,4200,0.0,34.79604196067999,
2024-03-18,600009,buy,36.81360525,3800,0.0,35.0078979124875,
2024-04-01,601127,sell,89.36491546,1600,25302.25030226403,321.7136956560001,
2024-04-01,601138,sell,22.12079373,7500,42492.72448273125,373.28839419375004,
2024-04-01,600276,sell,45.92600208,3000,6757.666166160023,310.0005140400001,
2024-04-01,600233,sell,14.9358339,9900,8098.51499221049,332.6957001225,
2024-04-01,600362,sell,21.9983376,6500,2817.296971320029,321.7256874,
2024-04-01,600809,sell,238.6351476,500,742.5503884500067,268.46454105000004,
2024-04-01,600845,sell,29.554656,4200,-15333.904141919964,279.29149920000003,
2024-04-01,600009,sell,35.83582025,3800,-4161.87096308748,306.3962631375,
2024-04-01,600584,buy,27.90541628,5000,0.0,34.916652120349994,
2024-04-01,600547,buy,28.98731346,4800,0.0,34.81956092815199,
2024-04-01,600741,buy,16.09207236,8800,0.0,35.437961751192,
2024-04-01,600989,buy,15.86619332,8900,0.0,35.337582417137,
2024-04-01,600309,buy,81.27444845,1700,0.0,34.576182231841244,
2024-04-01,600066,buy,18.46131656,7600,0.0,35.111577965463994,
2024-04-01,600489,buy,12.7610612,11100,0.0,35.44735677483,
2024-04-01,600690,buy,23.69919174,5900,0.0,34.9912641243165,
2024-04-01,601100,buy,51.35915997,2700,0.0,34.70210041272975,
2024-04-17,600160,sell,23.15759571,6800,34130.510492481,354.311214363,
2024-04-17,600584,sell,25.39472271,5000,-12978.685561887483,285.6906304875,
2024-04-17,600547,sell,30.50106262,4800,6797.445387096028,329.41147629600005,
2024-04-17,600741,sell,16.44784947,8800,2663.560911726003,325.66741950600004,
2024-04-17,600989,sell,15.95098889,8900,294.05289992975304,319.41855252225,
2024-04-17,600309,sell,83.70643372,1700,3676.03128765602,320.177108979,
2024-04-17,600489,sell,12.6658294,11100,-1515.049848584982,316.32908926500005,
2024-04-17,600690,sell,25.76200195,5900,11688.764431847754,341.99057588625004,
2024-04-17,601127,buy,93.54509452,1500,0.0,35.114489855445,
2024-04-17,601136,buy,19.6585658,7400,0.0,36.40471507673,
2024-04-17,600875,buy,17.1797012,8400,0.0,36.113449892519995,
2024-04-17,600031,buy,15.36036948,9400,0.0,36.132965146277996,
2024-04-17,601117,buy,6.64282725,21900,0.0,36.40584867294374,
2024-04-17,600061,buy,6.05419632,24000,0.0,36.36150309791999,
2024-04-17,600585,buy,21.33753104,6800,0.0,36.31007657076799,
2024-04-17,600176,buy,10.76816672,13500,0.0,36.37890524268,
2024-05-06,601100,sell,51.54387018,2700,46.91882373750559,313.12901134350005,
2024-05-06,601127,sell,90.3729019,1500,-5203.61511569249,305.00854391250004,
2024-05-06,600875,sell,16.53248808,8400,-5893.363722791983,312.4640247120001,
2024-05-06,600031,sell,16.14221324,9400,6863.536060862039,341.40781002600005,
2024-05-06,601117,sell,6.784164,21900,2615.5072271250247,334.2896811,
2024-05-06,600061,sell,6.23736468,24000,3913.92223560001,336.81769272,
2024-05-06,600585,sell,21.38357664,6800,-159.15385366394185,327.1687225920001,
2024-05-06,600176,sell,11.82033794,13500,13699.898454352515,359.04276492750006,
2024-05-06,600660,buy,47.10080354,3100,0.0,36.5396258662435,
2024-05-06,600809,buy,254.18886,500,0.0,31.805381107499997,
2024-05-06,600183,buy,18.60097926,7800,0.0,36.308181466556995,
2024-05-06,600690,buy,29.33260617,5000,0.0,36.702423470212494,
2024-05-06,601138,buy,23.55375806,6200,0.0,36.544833317992996,
2024-05-06,600918,buy,6.5659542,22300,0.0,36.641799859665,
2024-05-06,600085,buy,42.8651492,3400,0.0,36.47181219681999,
2024-05-20,601136,sell,20.848504,7400,8312.941701479984,347.12759159999996,
2024-05-20,600183,sell,19.95878428,7800,10095.514853658038,350.276664114,
2024-05-20,600690,sell,28.16707215,5000,-6291.2126925374905,316.87956168750003,
2024-05-20,600918,sell,6.387693,22300,-4442.148034935002,320.50249627500006,
2024-05-20,600085,sell,44.3548573,3400,4579.9513743750285,339.31465834500005,
2024-05-20,600048,buy,10.32665972,14700,0.0,37.988424945470996,
2024-05-20,600029,buy,5.97,25400,0.0,37.94740949999999,
2024-05-20,600489,buy,14.83711444,10200,0.0,37.872476463822004,
2024-05-20,600585,buy,23.33591008,6500,0.0,37.95877473388,
2024-05-20,600362,buy,26.45405184,5700,0.0,37.734720895872,
2024-05-20,600233,buy,16.32477132,9300,0.0,37.993048412319,
2024-06-03,600066,sell,22.70522576,7600,31725.144553648017,388.25936049600006,
2024-06-03,600660,sell,44.18914158,3100,-9480.383829494502,308.2192625205,
2024-06-03,600809,sell,229.714914,500,-12622.496708249993,258.42927825000004,
2024-06-03,601138,sell,22.65222421,6200,-6051.5416977014975,315.99852772950004,
2024-06-03,600048,sell,9.54377216,14700,-11975.909294075973,315.66026419200006,
2024-06-03,600029,sell,5.83,25400,-4040.82249999998,333.1845,
2024-06-03,600489,sell,13.5705315,10200,-13381.928253213002,311.443697925,
2024-06-03,600585,sell,22.54392576,6500,-5629.286409759981,329.70491424000005,
2024-06-03,600362,sell,23.51159904,5700,-17224.30531317601,301.53625768800003,
2024-06-03,600233,sell,15.47809029,9300,-8349.832991594216,323.8790393182501,
2024-06-03,601127,buy,89.42420878,1500,0.0,33.567612370792496,
2024-06-03,600161,buy,24.61494116,5700,0.0,35.111367444153,
2024-06-03,600584,buy,26.63518396,5300,0.0,35.326910365747,
2024-06-03,600938,buy,27.41355,5100,0.0,34.98722852625,
2024-06-03,600900,buy,25.66893914,5500,0.0,35.3300861088175,
2024-06-03,600600,buy,74.1133056,1900,0.0,35.23902398016,
2024-06-03,600039,buy,7.19901744,19600,0.0,35.310460641456,
2024-06-03,600025,buy,9.87324075,14300,0.0,35.332132516931246,
2024-06-03,600415,buy,7.79310576,18100,0.0,35.299067367564,
2024-06-03,600905,buy,4.47743224,31500,0.0,35.295038668889994,
2024-06-18,600938,sell,27.8704425,5100,1870.5293173124956,319.8133276875,
2024-06-18,600900,sell,26.0151844,5500,1441.231857780018,321.93790695000007,
2024-06-18,600600,sell,71.9855608,1900,-4491.268673059996,307.73827242000004,
2024-06-18,600025,sell,10.10441907,14300,2839.5529496977397,325.10968357725,
2024-06-18,600905,sell,4.38072744,31500,-3497.7243728699978,310.48405731,
2024-06-18,601138,buy,27.15989346,5200,0.0,35.343169359498,
2024-06-18,601059,buy,15.24777893,9300,0.0,35.48653709826225,
2024-06-18,600809,buy,215.3234778,600,0.0,32.33082019167,
2024-06-18,600436,buy,214.91018086,600,0.0,32.268763656128996,
2024-06-18,600276,buy,41.61300318,3400,0.0,35.406423755703,
2024-07-02,600161,sell,24.6262488,5700,-391.6832574720029,315.83164086,
2024-07-02,600584,sell,30.57321766,5300,20365.82651441652,364.5856205955,
2024-07-02,600039,sell,7.07504912,19600,-2882.8894800159906,312.009666192,
2024-07-02,600415,sell,7.26028333,18100,-10080.81623587024,295.67503861425007,
2024-07-02,601059,sell,13.98125349,9300,-12213.048665327238,292.55772927825006,
2024-07-02,600809,sell,197.1522816,600,-11298.06738683999,266.15558016000006,
2024-07-02,600436,sell,202.55992164,600,-7812.557534729989,273.455894214,
2024-07-02,600276,sell,37.15128018,3400,-15595.54970418899,284.20729337700004,
2024-07-02,600938,buy,32.1104049,4200,0.0,33.749641070144996,
2024-07-02,600050,buy,4.4661228,30700,0.0,34.31176998249,
2024-07-02,600941,buy,102.00608516,1300,0.0,33.185129654677,
2024-07-02,600150,buy,40.5567402,3300,0.0,33.492769975665,
2024-07-02,600036,buy,30.916881,4400,0.0,34.0425776691,
2024-07-02,601100,buy,44.86356661,3000,0.0,33.6813226324575,
2024-07-02,600010,buy,1.43,95900,0.0,34.31853425,
2024-07-16,601127,sell,76.7848494,1500,-19352.32424989497,259.148866725,
2024-07-16,601138,sell,26.05907318,5200,-6170.388058197976,304.89115620600006,
2024-07-16,600938,sell,31.546473,4200,-2801.4918504300003,298.11416985,
2024-07-16,600050,sell,4.5320782,30700,1574.667508375016,313.05330166500005,
2024-07-16,600941,sell,103.4857915,1300,1488.314391154534,302.69594013750003,
2024-07-16,600150,sell,41.13894158,3300,1481.970670108538,305.45664123150004,
2024-07-16,600036,sell,31.57351116,4400,2440.5606671159912,312.577760484,
2024-07-16,601100,sell,41.69637838,3000,-9917.605943895003,281.450554065,
2024-07-16,600010,sell,1.42,95900,-1402.5374999999767,306.4005,
2024-07-16,600183,buy,22.9428396,5800,0.0,33.300384537419994,
2024-07-16,600482,buy,22.06139992,6000,0.0,33.12519197987999,
2024-07-16,600584,buy,35.86952238,3700,0.0,33.212487509701496,
2024-07-16,600547,buy,30.33396044,4400,0.0,33.400723840484,
2024-07-16,600029,buy,5.79,23100,0.0,33.47068725,
2024-07-16,600030,buy,17.78190613,7500,0.0,33.37441506774374,
2024-07-16,600809,buy,186.59314154,700,0.0,32.6864535692695,
2024-07-16,600066,buy,22.2700114,6000,0.0,33.4384221171,
2024-07-16,600104,buy,14.04844848,9500,0.0,33.398430205139995,
2024-07-16,600161,buy,24.32027136,5500,0.0,33.47381349312,
2024-07-30,600183,sell,18.7290468,5800,-24817.480770419992,244.41406074000002,止损
2024-07-30,600584,sell,32.67381972,3700,-12228.826623974994,272.009549169,
2024-07-30,600547,sell,28.22086372,4400,-9710.481544763985,279.386550828,
2024-07-30,600029,sell,5.82,23100,256.7565000000177,302.4945,
2024-07-30,600030,sell,17.96228852,7500,916.3900102500338,303.1136187750001,
2024-07-30,600066,sell,20.20505816,6000,-12796.107793559975,272.76828516000006,
2024-07-30,600104,sell,13.9807218,9500,-1075.701649034978,298.837928475,
2024-07-30,600161,sell,23.61948432,5500,-4280.38133093997,292.29111846000006,
2024-07-30,600460,buy,21.70484642,5800,0.0,31.503499336308995,
2024-07-30,600660,buy,43.46206326,2900,0.0,31.541505859363497,
2024-07-30,600905,buy,4.72886472,26700,0.0,31.596737178005995,
2024-07-30,600926,buy,12.6107218,10000,0.0,31.558331304499998,
2024-07-30,600372,buy,12.6024259,10000,0.0,31.537570814749998,
2024-07-30,600989,buy,14.00589111,9000,0.0,31.544768252497498,
2024-07-30,600690,buy,23.9581993,5200,0.0,31.176804749089996,
2024-07-30,600377,buy,12.65013888,10000,0.0,31.656972547199995,
2024-08-13,600482,sell,22.27575051,6000,853.0125085950422,300.72263188500006,
2024-08-13,600460,sell,20.37699703,5800,-8093.334382477478,265.91981124150004,
2024-08-13,600660,sell,43.06982364,2900,-1544.5654807049723,281.03059925100007,
2024-08-13,600905,sell,4.56446656,26700,-4789.90188861599,274.210328592,
2024-08-13,600926,sell,12.0498298,10000,-6006.148388499991,271.1211705,
2024-08-13,600372,sell,12.28488446,10000,-3577.848559349979,276.40990035000004,
2024-08-13,600690,sell,23.47718526,5200,-2900.538711901987,274.68306754200006,
2024-08-13,600377,sell,12.94027968,10000,2483.750318400009,291.1562928,
2024-08-13,601136,buy,20.4583896,6000,0.0,30.718271984399998,
2024-08-13,601127,buy,76.44885392,1600,0.0,30.610121109568,
2024-08-13,600029,buy,5.65,22000,0.0,31.106074999999997,
2024-08-13,601100,buy,45.23849855,2700,0.0,30.566522507771246,
2024-08-13,600196,buy,23.29632873,5300,0.0,30.898503202817245,
2024-08-13,600150,buy,38.97151526,3100,0.0,30.23312725082649,
2024-08-13,600066,buy,20.0476402,6200,0.0,31.104916152309997,
2024-08-27,600809,sell,169.74779322,700,-12189.71179739949,267.3527743215,
2024-08-27,600989,sell,14.67694681,9000,5616.240107107515,297.20817290250005,
2024-08-27,601136,sell,18.50150016,6000,-12113.857229760004,249.77025216,
2024-08-27,601127,sell,74.67005432,1600,-3237.2097218239796,268.81219555200005,
2024-08-27,600029,sell,5.66,22000,-184.4699999999866,280.17,
2024-08-27,600196,sell,22.0410747,5300,-7039.156717066493,262.8398157975,
2024-08-27,600150,sell,38.01929702,3100,-3337.8728380204557,265.18459671450006,
2024-08-27,600066,sell,19.74206416,6200,-2294.268612271975,275.40179503200005,
2024-08-27,600028,buy,6.7357734,18000,0.0,30.3412912803,
2024-08-27,600276,buy,43.4431708,2800,0.0,30.44062977956,
2024-08-27,600938,buy,27.341517,4400,0.0,30.105744368699995,
2024-08-27,600377,buy,14.27492736,8500,0.0,30.36455486064,
2024-08-27,600233,buy,14.2944858,8500,0.0,30.406158107325,
2024-08-27,600926,buy,12.4985434,9700,0.0,30.339276712744997,
2024-08-27,601058,buy,12.06139836,10000,0.0,30.183649395899998,
2024-08-27,601088,buy,38.5211673,3100,0.0,29.8837585621575,
2024-09-10,600028,sell,6.097845,18000,-11850.91784369998,246.96272250000004,
2024-09-10,600276,sell,44.32000544,2800,2054.280079488017,279.21603427200006,
2024-09-10,600938,sell,24.020346,4400,-14971.256500199976,237.80142540000003,
2024-09-10,600377,sell,13.82037344,8500,-4249.359844599996,264.31464204,
2024-09-10,600233,sell,15.1210377,8500,6614.998174687513,289.1898460125,
2024-09-10,600926,sell,11.2739292,9700,-12246.047115769994,246.05350479,
2024-09-10,601088,sell,34.63209981,3100,-12417.083733804742,241.55889617475003,
2024-09-10,601066,buy,19.22718048,6000,0.0,28.86961149072,
2024-09-10,600160,buy,14.81465986,7800,0.0,28.917475313727,
2024-09-10,600415,buy,8.42939526,13700,0.0,28.899549444265492,
2024-09-10,600674,buy,17.66174128,6500,0.0,28.729029909579996,
2024-09-10,601127,buy,75.01593202,1500,0.0,28.159105482007497,
2024-09-10,600010,buy,1.39,83300,0.0,28.975696749999994,
2024-09-10,600741,buy,14.96524047,7700,0.0,28.836895992654743,
2024-09-10,600482,buy,22.14755894,5200,0.0,28.820618448621996,
2024-09-26,601100,sell,53.15153581,2700,20920.161075869255,322.89558004575,
2024-09-26,601058,sell,13.81193624,10000,17073.99625099999,310.7685654,
2024-09-26,600160,sell,19.12778868,7800,33191.157757758,335.692691334,
2024-09-26,600415,sell,8.87149641,13700,5667.839163099794,273.46387683825003,
2024-09-26,600674,sell,17.2131272,6500,-3282.5348236199934,251.7419853,
2024-09-26,600010,sell,1.52,83300,10428.327000000034,284.886,
2024-09-26,600741,sell,15.6067447,7700,4553.963367453529,270.3868519275,
2024-09-26,600482,sell,21.25021795,5200,-5029.968004502982,248.62755001500003,
2024-09-26,600061,buy,6.93097485,18400,0.0,31.91436679431,
2024-09-26,600030,buy,21.88050336,5800,0.0,31.758456601872,
2024-09-26,600809,buy,174.7318527,700,0.0,30.608652296722497,
2024-09-26,600570,buy,18.8309772,6800,0.0,32.044673901239996,
2024-09-26,600600,buy,63.51567333,2000,0.0,31.789594501664997,
2024-09-26,600036,buy,33.05921352,3800,0.0,31.437659096844,
2024-09-26,600999,buy,16.134951,7900,0.0,31.898394753225,
2024-10-17,600061,sell,7.20624761,18400,4639.150195706039,298.3386510540001,
2024-10-17,600030,sell,25.46236512,5800,20315.607423696012,332.28386481600006,
2024-10-17,600600,sell,64.95987222,2000,2469.0470083500113,292.31942499,
2024-10-17,600036,sell,35.96520996,3800,10609.658915466018,307.5025451580001,
2024-10-17,600999,sell,18.4871547,7900,18126.333942307494,328.6091747925,
2024-10-17,600039,buy,8.554716,16100,0.0,34.4671646319,
2024-10-17,600415,buy,10.84621488,12700,0.0,34.471168976243995,
2024-10-17,600584,buy,36.835202,3700,0.0,34.106634411849996,
2024-10-17,601100,buy,53.70406709,2500,0.0,33.59860697318125,
2024-10-17,600926,buy,13.461408,10200,0.0,34.36091699039999,
2024-10-17,600760,buy,45.15556485,3000,0.0,33.90054031113749,
2024-10-31,601066,sell,25.07807454,6000,34651.44727083,338.5540062900001,
2024-10-31,600570,sell,26.71208988,6800,53054.820603876055,408.6949751640001,
2024-10-31,600039,sell,7.30396755,16100,-20539.36719709875,264.58622449875,
2024-10-31,600415,sell,10.47288502,12700,-5178.298840422474,299.2626894465,
2024-10-31,601100,sell,50.96114395,2500,-7278.224452443741,286.65643471875,
2024-10-31,600926,sell,12.9379088,10200,-5773.923208559951,296.9250069600001,
2024-10-31,600760,sell,45.88754991,3000,1750.7475235575403,309.7409618925,
2024-10-31,600438,buy,30.75,4500,0.0,34.62834375,
2024-10-31,600460,buy,31.01975981,4500,0.0,34.93212701603625,
2024-10-31,601012,buy,19.74,7100,0.0,35.0735385,
2024-10-31,600089,buy,13.83669632,10200,0.0,35.31885919161599,
2024-10-31,600111,buy,21.4333896,6500,0.0,34.8640873581,
2024-10-31,600030,buy,27.37009584,5100,0.0,34.931769068196004,
2024-10-31,600010,buy,1.71,82500,0.0,35.30401875,
2024-11-14,600584,sell,42.89807714,3700,21939.221278409503,357.1264921905,
2024-11-14,600438,sell,28.9,4500,-8755.987500000003,292.6125,
2024-11-14,600460,sell,31.12958194,4500,39.4236487125163,315.18701714250005,
2024-11-14,601012,sell,19.19,7100,-4351.71424999999,306.56025000000005,
2024-11-14,600089,sell,14.0130848,10200,1336.4278973760083,321.60029616,
2024-11-14,600111,sell,24.1000788,6500,16841.699115149997,352.46365245000004,
2024-11-14,600030,sell,31.79875644,5100,22081.690841067,364.89073014900003,
2024-11-14,600010,sell,1.96,82500,20120.100000000006,363.82500000000005,
2024-11-14,600104,buy,16.63425984,8900,0.0,37.04823937214399,
2024-11-14,600050,buy,5.30145289,28100,0.0,37.27994925880225,
2024-11-14,600760,buy,51.56537997,2800,0.0,36.131861744979,
2024-11-14,600482,buy,23.49850087,6300,0.0,37.047149009120254,
2024-11-14,600941,buy,99.3316767,1500,0.0,37.2866281412625,
2024-11-14,600690,buy,28.59248816,5200,0.0,37.207404842608,
2024-11-14,600161,buy,21.90206256,6800,0.0,37.270739858351995,
2024-11-14,600588,buy,13.1,11300,0.0,37.044507499999995,
2024-11-28,601127,sell,117.80594462,1500,63674.89993887751,397.5950630925001,
2024-11-28,600809,sell,193.88570919,700,12980.017254135775,305.36999197425,
2024-11-28,600050,sell,4.96223744,28100,-9994.66243335299,313.737462144,
2024-11-28,600760,sell,48.26155551,2800,-9699.139351628983,304.0477997130001,
2024-11-28,600482,sell,22.0275554,6300,-9727.237614276004,312.24059779500004,
2024-11-28,600941,sell,101.62188225,1500,2943.3369573562813,342.97385259375005,
2024-11-28,600690,sell,26.9397984,5200,-9057.863331711997,315.19564128,
2024-11-28,600161,sell,21.06309216,6800,-6176.198055455985,322.26531004800006,
2024-11-28,600588,sell,12.78,11300,-4088.961499999976,324.9315,
2024-11-28,600176,buy,10.98735814,13200,0.0,36.294540143861994,
2024-11-28,601009,buy,10.15287876,14300,0.0,36.332838108566996,
2024-11-28,600029,buy,6.79,21400,0.0,36.3628265,
2024-11-28,600415,buy,12.95847593,11200,0.0,36.320016336604,
2024-11-28,601111,buy,8.36,17400,0.0,36.402365999999994,
2024-11-28,600377,buy,13.4915472,10700,0.0,36.12597864876,
2024-11-28,600276,buy,49.5212291,2900,0.0,35.938793988597496,
2024-11-28,600674,buy,16.05258208,9000,0.0,36.154427989679995,
2024-11-28,600115,buy,4.12,35300,0.0,36.395359,
2024-12-12,600104,sell,17.33067024,8900,5702.9609758680745,347.0466715560001,
2024-12-12,600176,sell,11.56921294,13200,7191.844608234009,343.605624318,
2024-12-12,601009,sell,10.16244792,14300,-335.3239400939783,326.97676182600003,
2024-12-12,600029,sell,7.19,21400,8068.495500000019,346.1985,
2024-12-12,601111,sell,8.79,17400,6992.407500000001,344.1285,
2024-12-12,600377,sell,13.55924672,10700,253.5864441760059,326.43886478400003,
2024-12-12,600276,sell,47.86720012,2900,-5252.6290871729725,312.333480783,
2024-12-12,600674,sell,16.4816912,9000,3383.7545944800368,333.7542468000001,
2024-12-12,600115,sell,4.31,35300,6219.24225000001,342.32175000000007,
2024-12-12,600519,buy,1486.7411922,100,0.0,37.20569833480499,
2024-12-12,600600,buy,77.45364651,1900,0.0,36.82727257434225,
2024-12-12,600809,buy,202.82031194,700,0.0,35.529048144089494,
2024-12-12,601127,buy,135.29747402,1100,0.0,37.2440121608555,
2024-12-12,601100,buy,55.62805994,2600,0.0,36.194397199960996,
2024-12-12,600346,buy,15.0016759,9900,0.0,37.1662770003525,
2024-12-12,600183,buy,22.0787208,6700,0.0,37.01883919733999,
2024-12-12,601059,buy,16.29068268,9100,0.0,37.098364400097,
2024-12-12,600887,buy,28.52780916,5200,0.0,37.123238059908,
2024-12-26,600415,sell,13.46934837,11200,5237.20881866003,339.4275789240001,
2024-12-26,600600,sell,77.42456868,1900,-533.3998364760191,330.990031107,
2024-12-26,600809,sell,182.48805379,700,-14661.973608077213,287.41868471925005,
2024-12-26,601100,sell,53.4771346,2600,-6049.880077253969,312.84123741,
2024-12-26,600346,sell,14.72190188,9900,-3246.2097537869995,327.93036437700005,
2024-12-26,600183,sell,25.0691544,6700,19510.060188060015,377.91750258,
2024-12-26,600887,sell,28.28244924,5200,-1755.1208477400069,330.90465610800004,
2024-12-26,600845,buy,29.58230444,5000,0.0,37.01485843055,
2024-12-26,601138,buy,22.75713185,6500,0.0,37.01731959550625,
2024-12-26,600938,buy,27.46613919,5400,0.0,37.1163671944065,
2024-12-26,600584,buy,39.75215178,3700,0.0,36.807511136896494,
2024-12-26,600000,buy,10.03566278,14800,0.0,37.16908423828599,
2024-12-26,600036,buy,36.89026992,4000,0.0,36.927160189919995,
2024-12-26,600875,buy,15.65532712,9500,0.0,37.21858331191,
2025-01-10,601059,sell,13.35318183,9100,-27152.909345357213,273.40639796925007,止损
2025-01-10,600519,sell,1384.815216,100,-10652.855162819964,311.58342360000006,
2025-01-10,600845,sell,26.04688212,5000,-18118.050546049984,293.02742385000005,
2025-01-10,601138,sell,19.26503875,6500,-23128.277698743754,281.75119171875,
2025-01-10,600938,sell,26.91357725,5400,-3459.1515912135073,326.9999635875,
2025-01-10,600000,sell,9.83184371,14800,-3492.450440686982,327.400395543,
2025-01-10,600036,sell,36.42306792,4000,-2344.176690959983,327.80761128000006,
2025-01-10,600875,sell,14.10645944,9500,-15164.494138170005,301.52557053000004,
2025-01-10,600026,buy,11.87168544,11400,0.0,33.868137807504,
2025-01-10,600160,buy,24.7239993,5500,0.0,34.0294945365375,
2025-01-10,600183,buy,24.6904956,5500,0.0,33.983380881449996,
2025-01-10,601100,buy,51.98727347,2600,0.0,33.8255194832555,
2025-01-10,600066,buy,26.111394,5200,0.0,33.9787570122,
2025-01-10,600111,buy,21.1137864,6400,0.0,33.81584029823999,
2025-01-10,600547,buy,23.96525071,5600,0.0,33.584902344994,
2025-01-10,600276,buy,42.51651601,3200,0.0,34.047226020808,
2025-01-24,600584,sell,40.44903398,3700,2094.642970530549,336.7382078835001,
2025-01-24,600026,sell,12.4398024,11400,6022.115198424028,319.08093156000007,
2025-01-24,600160,sell,25.24710188,5500,2428.649308085005,312.43288576500004,
2025-01-24,600066,sell,27.46426695,5200,6577.828167884989,321.331923315,
2025-01-24,600111,sell,21.5033028,6400,2048.1291667200276,309.6475603200001,
2025-01-24,600547,sell,24.52004775,5600,2663.705418374011,308.9526016500001,
2025-01-24,601138,buy,22.77664075,6200,0.0,35.3390969556625,
2025-01-24,600588,buy,10.9,13000,0.0,35.460425,
2025-01-24,600161,buy,20.45113728,6900,0.0,35.313490019808,
2025-01-24,601058,buy,14.94509974,9400,0.0,35.156105373388996,
2025-01-24,600845,buy,28.80099564,4900,0.0,35.316500878659,
2025-01-24,600406,buy,22.72757872,6200,0.0,35.262974763016,
2025-02-17,601127,sell,119.9430588,1100,-17335.54303395198,296.85907053000005,
2025-02-17,600183,sell,31.2830424,5500,35736.08202450001,387.1276497,
2025-02-17,601138,sell,22.3376905,6200,-3174.3175051249855,311.61078247500006,
2025-02-17,600161,sell,20.3326944,6900,-1274.0337997919705,315.6650805600001,
2025-02-17,601058,sell,14.70216899,9400,-2734.9838616944617,310.95087413850007,
2025-02-17,600406,sell,23.01995752,6200,1350.7091645319888,321.128407404,
2025-02-17,600050,buy,6.30940737,22800,0.0,35.999585631009,
2025-02-17,600570,buy,34.50353124,4100,0.0,35.401485640521,
2025-02-17,600809,buy,189.02603278,700,0.0,33.1126352922365,
2025-02-17,601059,buy,14.97627552,9600,0.0,35.979004309248,
2025-02-17,600519,buy,1419.16557672,100,0.0,35.514618557418,
2025-02-17,600196,buy,25.82660457,5500,0.0,35.54709286503375,
