date,code,action,price,shares,pnl,fee,reason
2023-12-14,600104,sell,13.16800164,7200,-8941.849067807998,94.809611808,
2023-12-14,600018,sell,4.72820492,22200,928.1652407759975,104.96614922399999,
2023-12-14,600188,sell,13.50714948,7500,-2214.941021099992,101.3036211,
2023-12-14,600489,sell,9.58984226,10100,-6829.745666826013,96.85740682599999,
2023-12-14,600183,buy,17.091252,6300,0.0,107.6748876,
2023-12-14,600482,buy,17.39984967,6200,0.0,107.87906795399999,
2023-12-14,600309,buy,72.14248795,1400,0.0,100.99948313000002,
2023-12-14,600377,buy,9.84406785,10900,0.0,107.300339565,
2023-12-14,600010,buy,1.47,73500,0.0,108.045,
2023-12-14,600196,buy,25.277577,4200,0.0,106.16582340000001,
2023-12-14,600406,buy,20.0052898,5400,0.0,108.02856492000001,
2023-12-28,600160,sell,16.12287423,7500,11742.802168274997,120.921556725,
2023-12-28,600276,sell,44.3693565,2100,-6901.764946649986,93.17564865,
2023-12-28,600183,sell,17.08175686,6300,-167.43445021801745,107.61506821799999,
2023-12-28,600482,sell,16.91897396,6200,-3086.3270405520016,104.89763855199999,
2023-12-28,600309,sell,75.1704538,1400,4133.913554679995,105.23863532,
2023-12-28,600377,sell,9.64811958,10900,-2241.000646422006,105.164503422,
2023-12-28,600010,sell,1.46,73500,-842.3099999999977,107.31,
2023-12-28,600196,sell,24.368874,4200,-3918.901870799993,102.34927080000001,
2023-12-28,600406,sell,20.74482184,5400,3881.4509780640074,112.022037936,
2023-12-28,600438,buy,24.42938659,4300,0.0,105.046362337,
2023-12-28,600036,buy,24.66828675,4300,0.0,106.073633025,
2023-12-28,600089,buy,13.39344067,8000,0.0,107.14752536,
2023-12-28,600050,buy,4.1175014,26100,0.0,107.46678654,
2023-12-28,600362,buy,16.60851136,6400,0.0,106.29447270400001,
2023-12-28,600031,buy,13.0625116,8200,0.0,107.11259512,
2023-12-28,600066,buy,11.32773749,9400,0.0,106.48073240600002,
2023-12-28,600188,buy,13.41992,8000,0.0,107.35936000000001,
2023-12-28,600436,buy,235.8951645,400,0.0,94.3580658,
2024-01-12,600025,sell,8.25499251,13600,6044.781357864005,112.26789813599999,
2024-01-12,600050,sell,3.76888,26100,-9197.386308000001,98.367768,
2024-01-12,600031,sell,12.70019376,8200,-3075.1478768320085,104.141588832,
2024-01-12,600188,sell,14.37273432,8000,7507.53268543999,114.98187456,
2024-01-12,600436,sell,212.8195175,400,-9315.386606999993,85.127807,
2024-01-12,600346,buy,11.50171259,9200,0.0,105.81575582800001,
2024-01-12,600415,buy,6.91231248,15400,0.0,106.449612192,
2024-01-12,600233,buy,11.40641073,9300,0.0,106.07961978899999,
2024-01-12,600026,buy,12.24536848,8700,0.0,106.53470577600001,
2024-01-12,600160,buy,15.57267255,6800,0.0,105.89417334,
2024-01-26,600438,sell,25.03317292,4300,2488.638575443998,107.642643556,
2024-01-26,600089,sell,14.05973296,8000,5217.8604563199915,112.47786368,
2024-01-26,600362,sell,17.17831968,6400,3536.8320020480023,109.94124595200002,
2024-01-26,600346,sell,11.73416434,9200,2030.6017880719883,107.954311928,
2024-01-26,600415,sell,7.10378928,15400,2839.3443650879926,109.398354912,
2024-01-26,600233,sell,11.07344628,9300,-3199.552435403981,102.98305040400001,
2024-01-26,600026,sell,12.7712432,8700,4464.0002481600095,111.10981584000001,
2024-01-26,600160,sell,15.49407231,6800,-639.8413237079949,105.359691708,
2024-01-26,600050,buy,4.287101,25300,0.0,108.4636553,
2024-01-26,600482,buy,18.66582858,5800,0.0,108.26180576399999,
2024-01-26,600030,buy,19.77560623,5400,0.0,106.78827364200001,
2024-01-26,600061,buy,6.72902712,16100,0.0,108.33733663199999,
2024-01-26,600048,buy,9.23620919,11700,0.0,108.06364752300001,
2024-01-26,600039,buy,7.16359792,15100,0.0,108.170328592,
2024-01-26,600436,buy,221.07051565,400,0.0,88.42820626000001,
2024-01-26,600009,buy,33.5771369,3200,0.0,107.44683808,
2024-02-19,600036,sell,27.8674965,4300,13636.771690050009,119.83023495000002,
2024-02-19,600030,sell,19.79459385,5400,-4.3576587900170125,106.89080678999998,
2024-02-19,600061,sell,6.39161172,16100,-5535.2928886919835,102.904948692,
2024-02-19,600048,sell,9.14300829,11700,-1197.4237269930163,106.97319699299999,
2024-02-19,600039,sell,7.42924432,15100,3899.079050767992,112.18158923200001,
2024-02-19,600436,sell,205.84834515,400,-6171.2075380600145,82.33933806,
2024-02-19,600009,sell,34.4766991,3200,2768.2736028799845,110.32543711999999,
2024-02-19,600188,buy,16.85541952,6400,0.0,107.87468492800002,
2024-02-19,600160,buy,18.06823017,6000,0.0,108.40938102,
2024-02-19,600111,buy,18.43214307,5900,0.0,108.74964411299999,
2024-02-19,600276,buy,41.30564004,2600,0.0,107.394664104,
2024-02-19,600309,buy,71.71953399,1500,0.0,107.57930098500002,
2024-02-19,600161,buy,22.98595104,4700,0.0,108.033969888,
2024-02-19,600362,buy,17.58932896,6200,0.0,109.053839552,
2024-03-04,600050,sell,4.5791892,25300,7273.977973240006,115.85348676,
2024-03-04,600482,sell,21.53145526,5800,16495.75230349203,124.88244050800002,
2024-03-04,600111,sell,18.82008348,5900,2177.8099264680204,111.038492532,
2024-03-04,600309,sell,73.19026026,1500,2096.3040146099956,109.78539039,
2024-03-04,600161,sell,22.80586168,4700,-953.6075418959954,107.187549896,
2024-03-04,600362,sell,18.42068864,6200,5040.221746432013,114.208269568,
2024-03-04,600150,buy,36.42212362,3100,0.0,112.908583222,
